Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
lkam5-sbb-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1203.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1203.50,,true,,,active
lkam5-awa-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1202.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1202.00,,true,,,active
leve9-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1481.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1481.40,,true,,,active
leve9-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1481.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1481.40,,true,,,active
leve7-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1317.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1317.50,,true,,,active
leve7-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1317.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1317.50,,true,,,active
leve5-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1153.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1153.60,,true,,,active
leve5-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1153.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1153.60,,true,,,active
lety9-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1681.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1681.80,,true,,,active
lety9-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1680.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1680.30,,true,,,active
lety7-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1468.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1468.20,,true,,,active
lety7-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1466.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1466.60,,true,,,active
lety5-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1254.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1254.60,,true,,,active
lety5-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1253.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1253.00,,true,,,active
lesi9-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1525.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1525.20,,true,,,active
lesi9-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1523.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1523.60,,true,,,active
lesi7-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1350.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1350.70,,true,,,active
lesi7-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1349.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1349.20,,true,,,active
lesi5-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1176.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1176.20,,true,,,active
lesi5-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1174.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1174.70,,true,,,active
lema9-sbb-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1649.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1649.20,,true,,,active
lema9-awa-36,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1647.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1647.70,,true,,,active
lema7-sbb-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1443.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1443.80,,true,,,active
lema7-awa-36,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1442.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1442.20,,true,,,active
lema5-sbb-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1238.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1238.30,,true,,,active
lema5-awa-36,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1236.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1236.70,,true,,,active
lela9-sbb-47,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1407.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1407.20,,true,,,active
lela9-awa-05,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1405.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1405.70,,true,,,active
lela7-sbb-47,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.30,,true,,,active
lela7-awa-05,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.70,,true,,,active
lela5-sbb-47,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1117.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1117.30,,true,,,active
lela5-awa-05,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1115.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1115.70,,true,,,active
lefr9-sbb-02,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1615.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1615.80,,true,,,active
lefr7-sbb-02,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1418.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1418.70,,true,,,active
lefr5-sbb-02,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1221.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1221.60,,true,,,active
lefo9-sbb-01,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1709.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1709.10,,true,,,active
lefo9-awa-18,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1707.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1707.50,,true,,,active
lefo7-sbb-01,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1488.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1488.60,,true,,,active
lefo7-awa-18,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1487.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1487.10,,true,,,active
lefo5-sbb-01,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1268.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1268.20,,true,,,active
lefo5-awa-18,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1266.70,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1266.70,,true,,,active
lefl9-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1582.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1582.40,,true,,,active
lefl9-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1580.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1580.80,,true,,,active
lefl7-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1393.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1393.60,,true,,,active
lefl7-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1392.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1392.10,,true,,,active
lefl5-sbb-21,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1204.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1204.80,,true,,,active
lefl5-awa-04,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1203.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1203.30,,true,,,active
ledr9-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1341.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1341.20,,true,,,active
ledr7-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1212.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1212.80,,true,,,active
ledr5-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1084.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1084.30,,true,,,active
lkda5-sbb-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
lkda5-sbb-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
lkda5-sbb-26,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
lkda5-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
lkda5-sbb-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
lkda5-sbb-22,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
leda9-sbb-2,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,0.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,0.00,,true,,,active
lkda5-sbb-13,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
leda9-awa-32,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-26,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-22,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-13,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda9-awa-12,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1695.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1695.20,,true,,,active
leda7-sbb-32,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
leda7-sbb-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
leda7-sbb-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
lkda5-sbb-12,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1255.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1255.00,,true,,,active
leda7-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
leda7-sbb-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
leda7-sbb-2,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,0.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,0.00,,true,,,active
leda7ff1313,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1479.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1479.40,,true,,,active
leda7-awa-32,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-26,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-22,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-13,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda7-awa-12,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1477.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1477.90,,true,,,active
leda5-sbb-32,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-26,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-sbb-2,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,0.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,0.00,,true,,,active
leda5ff1313,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1262.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1262.00,,true,,,active
leda5-awa-32,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-29,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-27,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-26,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-24,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-23,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-22,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-13,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda5-awa-12,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1260.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1260.50,,true,,,active
leda58f2222,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,0.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,0.00,,true,,,active
lecy9-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1573.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1573.60,,true,,,active
lecy9-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1572.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1572.00,,true,,,active
lecy7-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1387.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1387.00,,true,,,active
lecy7-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1385.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1385.50,,true,,,active
lecy5-sbb-33,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1200.40,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1200.40,,true,,,active
lecy5-awa-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1198.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1198.90,,true,,,active
leam9-sbb-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1593.80,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1593.80,,true,,,active
leam9-awa-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1592.30,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1592.30,,true,,,active
leam7-sbb-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1402.20,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1402.20,,true,,,active
leam7-awa-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1400.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1400.60,,true,,,active
leam5-sbb-28,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1210.60,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1210.60,,true,,,active
leam5-awa-34,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1251.50,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,1251.50,,true,,,active
xtb-awh-w,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,409.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,409.90,,true,,,active
xtb-awa-w,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,409.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,409.90,,true,,,active
xtb-abk-w,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,409.90,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,409.90,,true,,,active
wet-whi-tl,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,284.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,284.10,,true,,,active
wet-bmk-tl,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,284.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,284.10,,true,,,active
wet-bch-tl,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,284.10,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,284.10,,true,,,active
trt-whi-tp,Unknown Title,,Houston Dining Direct,,"","",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,0.00,,true,true,'0,,,,false,,,,,,,,,,,,,,,lb,,,true,0.00,,true,,,active
