Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_5ef92840-eedb-40ca-ba25-04b02b29b289.jpg?v=1739227038,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_1_3aa405db-c6e4-46bd-ac64-11ce231ae58b.jpg?v=1739227038,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_2_19639aea-e913-44f8-bbf5-c576e0ac535c.jpg?v=1739227038,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_3_e7591e21-baee-4174-89f9-00e6efe81811.jpg?v=1739227038,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_4_2d25d07f-af10-4605-9a42-373718d0ddbe.jpg?v=1739227038,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_5_346e30b1-7384-4eae-8448-c46015a0bf5c.jpg?v=1739227038,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi3-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_4b5ec794-8ae7-4fee-b356-c2a7c4b4dbc6.jpg?v=1739227038,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,Unknown Title,"<p><strong>EAST WEST FURNITURE - OXSI5-AWA-04 - 5 PIECE DINING SET</strong></p> 
<p>Upgrade your dining area with our exclusive kitchen dining table set, where style meets functionality. Specifically designed for small spaces like compact apartments or kitchen areas, this dining set includes a square modern dining table and four linen fabric upholstered parson kitchen chairs, combining style and practicality in one package. The kitchen dining table features a square top, providing a contemporary and space-saving solution for your dining area. Supported by sturdy legs, it offers stability and ensures lasting durability. With its antique walnut finish, this dining set adds a touch of elegance to any space. The rich, warm tones of the wood create a sophisticated and inviting atmosphere, enhancing the overall aesthetic of your home. Crafted from durable and sturdy rubberwood, this kitchen table &amp; chairs set is built to withstand daily use. Rubberwood's exceptional strength and resilience ensure that your modern dining table set remains in pristine condition for years to come, even with frequent gatherings and meals. Comfort is paramount, and our linen fabric upholstered parson chairs deliver just that. The soft and luxurious linen fabric, combined with foam padding, offers a comfortable seating experience. You and your guests can enjoy extended conversations and meals without any discomfort. Whether you're enjoying a quiet dinner for two or hosting a small gathering, this dining set is the perfect choice for maximizing your space without compromising on style. Its compact design and thoughtful features make it an ideal fit for small apartments or kitchen areas.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Square<br>Finish: Antique Walnut<br>Dimensions: Length: 36; Width: 36; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Light Tan<br>Dimensions: Length: 20; Width: 22; Height: 36</p> 
<p><strong>INCLUDES:</strong> A Square Dining Table and 4 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"36 Square, 5 Piece, Antique Walnut, Dining Room Set, Oxford, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,OXSI5-AWA-04,0.0,shopify,continue,manual,428.20,,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXSI5-AWA-04_77b8af10-c6c2-4f6b-a6a3-de45fa867f2e.jpg?v=1739227107,1,"",false,,,,Unisex,Adult,OXSI5-AWA-04,,,,,,,,,lb,,,true,,,true,,,active
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXSI5-AWA-04_d2c78874-80d9-45e4-a073-1f419d6183f7.jpg?v=1739227107,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_d5a75a9a-5813-4765-9702-d8d86bf4044c.jpg?v=1739227107,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_1_57d54271-4a54-4fc2-a679-97e089e3cfe5.jpg?v=1739227107,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_2_cb398412-5471-42de-a4dd-96aa10f504da.jpg?v=1739227107,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_3_ac5f5f64-f732-4680-a874-73265d79081e.jpg?v=1739227107,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_4_51fc2d27-d0cc-445c-8913-20851a8833d9.jpg?v=1739227107,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/OXT-AWA-T_c0b7ba99-d810-4597-b43a-96f2caa561b6.jpg?v=1739227107,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_3d24d418-19c9-4a95-823c-95623eadad28.jpg?v=1739227107,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_1_e56270c0-4bf0-42bb-8246-178314d897a0.jpg?v=1739227107,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_2_f3de0c56-baf6-483d-95be-2f310a98c3c6.jpg?v=1739227107,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_3_d2ada891-ba42-4777-8d28-a806a6f7a087.jpg?v=1739227107,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_4_b629b073-0ba4-4d43-9558-409ada9c3cbc.jpg?v=1739227107,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_5_2cc85078-2835-439d-b3f2-e4f3b32c5eac.jpg?v=1739227108,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
oxsi5-awa-04,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/SIP8T04_6659a630-d25b-48d7-b739-0914ffaa8e5d.jpg?v=1739227108,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,Unknown Title,"<p><strong>EAST WEST FURNITURE - HBMZ3-AWA-32 - 3 PIECE DINETTE SET FOR SMALL SPACES</strong></p> 
<p>Create a welcoming dining area with our exquisite kitchen dining table set, expertly tailored for small spaces such as compact apartments or kitchen areas. This beautifully crafted dinette set includes a dining table and two linen fabric upholstered parson kitchen chairs, providing both style and functionality. The kitchen table boasts a round top, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this dinette set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this dining room furniture set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your dining room furniture set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson dining chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this kitchen dining table set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 42; Width: 42; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Light Beige<br>Dimensions: Length: 22; Width: 18; Height: 37</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 2 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"3 Piece, 42 Round, Antique Walnut, Dining Room Set, Hartland, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,HBMZ3-AWA-32,0.0,shopify,continue,manual,276.10,,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBMZ3-AWA-32.jpg?v=1739164878,1,"",false,,,,Unisex,Adult,HBMZ3-AWA-32,,,,,,,,,lb,,,true,,,true,,,active
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBMZ3-AWA-32_f4e0a81c-f680-4d2e-917c-4e2c7b138510.jpg?v=1739164878,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBT-AWA-TP_0fa6b9a6-dc2c-4f56-a780-3d08348f3a42.jpg?v=1739164878,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBT-AWA-TP_1_4e6565d2-b3fc-4abf-a697-cb9f64d41111.jpg?v=1739164878,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_d7473ffb-187b-4569-9876-b0f8575b0da0.jpg?v=1739164878,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_1_9c4b5afb-eb8a-4d88-bd85-3a167b55e1e8.jpg?v=1739164878,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_2_e50f3994-0169-4b18-80b0-082d311f8f22.jpg?v=1739164878,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_3_348efb20-8f16-4204-93bb-29c6d3d915ad.jpg?v=1739164878,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_4_4a1ae4d8-a6c5-43c1-9ad7-cc86be67bbc8.jpg?v=1739164878,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_5_b7cdb905-45cb-45ab-8320-834d6c5cafce.jpg?v=1739164878,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz3-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_83adf99a-934e-44fa-aab4-ad0d8db01289.jpg?v=1739164878,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,Unknown Title,"<p><strong>EAST WEST FURNITURE - HBMZ5-AWA-32 - 5 PIECE DINETTE SET FOR SMALL SPACES</strong></p> 
<p>Transform your dining area into an inviting dining space with our elegant dining room table set, specifically designed for small spaces like compact apartments or kitchen areas. This beautifully crafted dining room furniture set includes a dining room table and two linen fabric upholstered parson kitchen chairs, providing both style and functionality. The dining table boasts a round top, perfect for creating an intimate dining experience. Supported by a sturdy pedestal, it not only adds a touch of elegance but also ensures stability and durability. With an antique walnut finish, this dining room table set exudes a timeless charm that complements any d̩cor. The rich tones and smooth texture enhance the overall aesthetic of your dining area, creating a warm and inviting atmosphere. Crafted from high-quality rubberwood, this modern dining table set is built to withstand the test of time. Known for its durability and sturdiness, rubberwood ensures that your dining room furniture set remains in excellent condition for years to come. Comfort is a top priority, and our linen fabric upholstered parson kitchen chairs deliver just that. The soft, plush seating is enhanced by foam padding, providing optimal comfort for long hours of dining and conversation. Sink into the luxurious upholstery and enjoy a relaxed dining experience like never before. Whether you're hosting a small dinner party or enjoying a casual meal with your loved ones, this kitchen table &amp; chairs set combines practicality and style seamlessly.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Round<br>Base: Pedestal<br>Finish: Antique Walnut<br>Dimensions: Length: 42; Width: 42; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Light Beige<br>Dimensions: Length: 22; Width: 18; Height: 37</p> 
<p><strong>INCLUDES:</strong> A Round Dining Table and 4 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"42 Round, 5 Piece, Antique Walnut, Dining Room Set, Hartland, Parson Chair, Regular Height Set",true,Title,Default Title,,,,,,,,HBMZ5-AWA-32,0.0,shopify,continue,manual,398.90,,true,true,'0,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBMZ5-AWA-32.jpg?v=1739164898,1,"",false,,,,Unisex,Adult,HBMZ5-AWA-32,,,,,,,,,lb,,,true,,,true,,,active
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBMZ5-AWA-32_3c2b45b9-2174-4856-b35e-bebe84124cdc.jpg?v=1739164898,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBT-AWA-TP_35377bbd-f082-4fe3-8419-23567f90d522.jpg?v=1739164898,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/HBT-AWA-TP_1_6e76384e-e446-465d-9434-4d926668fb2e.jpg?v=1739164898,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_b5f22342-954f-499e-9d1e-3d4340b2e246.jpg?v=1739164898,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_1_bb2a4048-cff4-46ce-ada9-83eab688656a.jpg?v=1739164898,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_2_00ca95bd-e798-42f8-974b-cfac5ea0b20c.jpg?v=1739164898,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_3_f95214fb-3457-445f-9809-fa8b4b1dcd9f.jpg?v=1739164898,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_4_2cc67067-4af7-4a49-86f3-3436de41bc5d.jpg?v=1739164898,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_5_8bb5056a-b058-42f3-a695-724e60f41739.jpg?v=1739164898,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
hbmz5-awa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/MZCNT32_a71e13de-9ded-4c83-8b9d-9c6b2eead87f.jpg?v=1739164898,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - YAAB3-AWA-05 - 3 PIECE DINING ROOM FURNITURE SET</strong></p> 
<p>Renovate your dining area with this exclusive dining room table set, specially designed for small spaces like compact apartments or kitchen areas. This set includes a rectangular dining room table measuring 48 inches in length, along with two linen fabric upholstered parson chairs, offering both style and practicality. The dining table's rectangular shape provides a versatile and space-efficient solution for your dining area. Its 48-inch length allows for comfortable seating and accommodates small gatherings with ease. Crafted with meticulous attention to detail, this kitchen table set features an antique walnut finish, adding a touch of elegance to any space. The rich, deep tones of the wood create a warm and inviting atmosphere, enhancing the overall aesthetic of your home. Constructed from durable and sturdy rubberwood, this dinette set is built to withstand the test of time. Rubberwood's exceptional strength ensures long-lasting durability, making it a reliable choice for daily use. Comfort is a top priority, and our linen fabric upholstered parson chairs provide just that. The soft and luxurious upholstery, combined with foam padding, offers a comfortable seating experience. Whether it's for a quick meal or a leisurely dinner, these chairs provide the perfect place to relax and enjoy your meals. Ideal for small apartments or kitchen areas, this dining set combines functionality with style. Its compact design maximizes space without compromising on comfort or aesthetics.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Rectangle<br>Finish: Antique Walnut<br>Dimensions: Length: 48; Width: 30; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 21; Width: 17; Height: 35</p> 
<p><strong>INCLUDES:</strong> A Rectangular Dining Table and 2 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"3 Piece, 30-48 Rec, Antique Walnut, Dining Room Set, Parson Chair, Regular Height Set, Yarmouth",true,Title,Default Title,,,,,,,,YAAB3-AWA-05,0.0,shopify,continue,manual,229.40,,true,true,'840280206316,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAAB3-AWA-05.jpg?v=1739330503,1,"",false,,,,Unisex,Adult,YAAB3-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAAB3-AWA-05_973c181a-8d5b-4c76-9f58-fdea3ea71683.jpg?v=1739330503,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_e6d258d2-32d2-449f-ab9b-8b2abb38c960.jpg?v=1739330503,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_1_44c921cb-5377-429c-a616-76bf4923c50b.jpg?v=1739330503,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_2_fbe1f5ba-5029-471b-9e0a-603a22bd267d.jpg?v=1739330503,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_3_c622e8aa-79d4-47d7-b8e3-769c26ca6078.jpg?v=1739330503,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_4_6663ac10-0f1b-4cf0-b8a0-5d57dfbd1f9d.jpg?v=1739330503,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T_6c8bdee7-17e4-4340-82bd-1b4e3d073bb3.jpg?v=1739330503,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_430adc13-1ff3-4b91-a0d6-dd967d687bce.jpg?v=1739330503,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_1_3718b91d-7cf8-4804-bd73-a8dcd6e53fc4.jpg?v=1739330503,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_2_84c082bc-38b5-4ce2-9e26-0192b0c96bce.jpg?v=1739330503,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_3_0f2e7937-09b3-4a8a-a6f0-9927df19820f.jpg?v=1739330503,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_4_df82513e-b45e-45b2-a254-a28409d51676.jpg?v=1739330503,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP8T05_5_6da319aa-9e62-4e0d-9981-136bd5a83219.jpg?v=1739330503,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab3-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/ABP4T55_36070779-1e61-4fa2-86b9-d1b16cd7dfc0.jpg?v=1739330503,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab5-awa-05,Unknown Title,"<p><strong>EAST WEST FURNITURE - YAAB5-AWA-05 - 5 PIECE KITCHEN TABLE SET FOR SMALL SPACES</strong></p> 
<p>Transform your dining area with this exceptional dining room table set, meticulously crafted to cater to small spaces such as compact apartments or kitchen areas. This set includes a rectangular dining room table measuring 48 inches in length, along with four linen fabric upholstered parson chairs, offering both style and practicality. The dining table's rectangular shape provides a versatile and space-efficient solution for your dining area. Its 48-inch length allows for comfortable seating and accommodates small gatherings with ease. Crafted with meticulous attention to detail, this modern kitchen dining table set features an antique walnut finish, adding a touch of elegance to any space. The rich, deep tones of the wood create a warm and inviting atmosphere, enhancing the overall aesthetic of your home. Constructed from durable and sturdy rubberwood, this dining set is built to withstand the test of time. Rubberwood's exceptional strength ensures long-lasting durability, making it a reliable choice for daily use. Comfort is a top priority, and our linen fabric upholstered parson chairs provide just that. The soft and luxurious upholstery, combined with foam padding, offers a comfortable seating experience. Whether it's for a quick meal or a leisurely dinner, these chairs provide the perfect place to relax and enjoy your meals. Ideal for small apartments or kitchen areas, this dining room table set combines functionality with style. Its compact design maximizes space without compromising on comfort or aesthetics.</p> 
<p><strong>DINING TABLE FEATURES: </strong><br>Material: Rubberwood <br>Shape: Rectangle<br>Finish: Antique Walnut<br>Dimensions: Length: 48; Width: 30; Height: 30</p> 
<p><strong>DINING CHAIRS FEATURES: </strong><br>Chair Type: Parson Chair<br>Frame Material: Rubberwood<br>Finish: Antique Walnut<br>Fabric Type: Linen Fabric<br>Fabric Color: Grey<br>Dimensions: Length: 21; Width: 17; Height: 35</p> 
<p><strong>INCLUDES:</strong> A Rectangular Dining Table and 4 Parson Chairs.</p>",East West Furniture,,Dining Room Set,"30-48 Rec, 5 Piece, Antique Walnut, Dining Room Set, Parson Chair, Regular Height Set, Yarmouth",true,Title,Default Title,,,,,,,,YAAB5-AWA-05,0.0,shopify,continue,manual,321.60,,true,true,'840280206323,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAAB5-AWA-05.jpg?v=1739330532,1,"",false,,,,Unisex,Adult,YAAB5-AWA-05,,,,,,,,,lb,,,true,,,true,,,active
yaab5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAAB5-AWA-05_c309ab74-246c-4b22-9cc8-75ab29e8107c.jpg?v=1739330532,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
yaab5-awa-05,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0730/4803/1475/files/YAT-AWA-T.jpg?v=1739330533,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
